id;lat;lon;name;operator
1;59.4376452;24.7450592;Luminor;Luminor
2;58.5361431;25.4691512;Swedbank;Swedbank
3;58.3673499;25.5930597;SEB;SEB
4;58.3665615;25.5921456;Swedbank;Swedbank
5;59.4452735;25.441298;SEB;SEB
6;59.4452689;25.44124;Swedbank;Swedbank
7;58.990255;22.7546779;Swedbank;Swedbank
8;59.4447713;24.7614582;SEB;SEB
9;58.3803598;26.7224471;SEB;SEB
10;58.2724472;26.5210577;Swedbank;Swedbank
11;58.3499876;26.723616;SEB;SEB
12;58.3866503;26.723947;Swedbank;Swedbank
13;58.3787393;26.7506531;Swedbank;Swedbank
14;58.37499;26.7565657;Swedbank;Swedbank
15;58.3500351;26.7236121;Swedbank;Swedbank
16;58.3736052;26.7509096;Swedbank;Swedbank
17;58.3683323;26.7667511;Swedbank;Swedbank
18;58.3728327;26.7540171;Swedbank;Swedbank
19;58.3735337;26.750902;Swedbank;Swedbank
20;58.3698329;26.7687106;Swedbank;Swedbank
21;58.3740592;26.767879;Swedbank;Swedbank
22;58.3762156;26.7119273;Swedbank;Swedbank
23;58.3683817;26.7029487;Swedbank;Swedbank
24;58.3801268;26.7235119;Swedbank;Swedbank
25;58.3820202;26.7301497;Swedbank;Swedbank
26;58.3683274;26.7391763;Swedbank;Swedbank
27;58.3778377;26.7266931;Swedbank;Swedbank
28;58.3603317;26.6773086;Swedbank;Swedbank
29;58.3585685;26.6737975;Swedbank;Swedbank
30;58.3786503;26.7314723;Swedbank;Swedbank
31;58.3479221;26.7195323;Swedbank;Swedbank
32;58.3607933;26.7324102;Swedbank;Swedbank
33;58.3853366;26.6946235;Swedbank;Swedbank
34;58.3639665;26.740947;Swedbank;Swedbank
35;58.3607861;26.7324102;Swedbank;Swedbank
36;58.377192;26.7314484;Swedbank;Swedbank
37;58.3430523;26.7150329;Swedbank;Swedbank
38;58.355848;26.721232;Swedbank;Swedbank
39;58.3760047;26.6967625;Swedbank;Swedbank
40;58.3816369;26.7517347;Swedbank;Swedbank
41;58.2620144;22.4851827;SEB;SEB
42;59.3250967;24.552983;Swedbank;Swedbank
43;59.4347581;24.7468495;SEB;SEB
44;59.3841723;28.1571196;Swedbank;Swedbank
45;59.3800126;28.1882199;Nordea;Nordea
46;59.3892864;28.1757129;SEB;SEB
47;59.4342323;24.7439535;Swedbank;Swedbank
48;59.5795994;25.7241677;Swedbank;Swedbank
49;58.7052217;22.5968949;Swedbank;Swedbank
50;59.4363329;24.7546228;Swedbank;Swedbank
51;59.4367475;24.752359;Swedbank;Swedbank
52;59.3524896;24.0550835;SEB;SEB
53;59.1673872;24.7497344;Swedbank;Swedbank
54;59.1814809;24.7813171;Swedbank;Swedbank
55;58.2532195;22.4863239;Swedbank;Swedbank
56;59.4360815;24.8227309;SEB;SEB
57;59.4345675;24.832183;Swedbank;Swedbank
58;58.0022813;25.9229362;SEB;SEB
59;58.0537438;27.056767;Swedbank;Swedbank
60;59.436327;24.7501662;Swedbank;Swedbank
61;59.4320339;24.8235538;Swedbank;Swedbank
62;58.3152606;26.7218493;Swedbank;Swedbank
63;59.4319583;24.7807892;Swedbank;Swedbank
64;59.3918213;24.7217979;Swedbank;Swedbank
65;59.3877339;24.68384;Swedbank;Swedbank
66;59.3276826;27.4203747;Swedbank;Swedbank
67;58.3864611;26.7243555;SEB;SEB
68;58.0826917;24.5016892;Swedbank;Swedbank
69;59.5792849;25.7279362;Swedbank;Swedbank
70;59.5821582;25.7213677;SEB;SEB
71;58.0630061;27.070169;Swedbank;Swedbank
72;58.9210812;24.457175;Swedbank;Swedbank
73;58.3780142;24.5329188;SEB;SEB
74;58.3780403;24.5328371;Swedbank;Swedbank
75;58.4040657;24.4921507;SEB;SEB
76;58.4084945;24.4942297;SEB;SEB
77;58.3917797;24.4940917;SEB;SEB
78;58.4084952;24.4942573;Swedbank;Swedbank
79;58.3865783;24.5027164;SEB;SEB
80;58.3817518;24.5118154;SEB;SEB
81;58.4040749;24.4914285;Swedbank;Swedbank
82;58.3596542;24.5693982;Swedbank;Swedbank
83;58.375037;24.5364436;Swedbank;Swedbank
84;58.3873027;24.5037526;Swedbank;Swedbank
85;58.3848946;24.5042347;Swedbank;Swedbank
86;59.4304099;24.7681678;SEB;SEB
87;58.3846759;24.5041548;SEB;SEB
88;59.3885939;24.6829543;Swedbank;Swedbank
89;57.8481252;27.0048167;SEB;SEB
90;57.8480853;27.0047095;Swedbank;Swedbank
91;57.8289805;26.527815;Swedbank;Swedbank
92;58.2342735;26.4143649;SEB;SEB
93;58.2342183;26.4143274;Swedbank;Swedbank
94;59.3086825;24.424315;Swedbank;Swedbank
95;59.4304816;24.7395348;SEB;SEB
96;59.3487583;26.3632239;Swedbank;Swedbank
97;58.3849628;26.6918766;SEB;SEB
98;58.2556097;22.4931498;Swedbank;Swedbank
99;58.2631902;22.5078611;Swedbank;Swedbank
100;58.2542739;22.4859598;SEB;SEB
101;58.2479937;22.4732789;Swedbank;Swedbank
102;58.3761836;26.6963328;SEB;SEB
103;58.3763201;26.6976376;LHV;LHV
104;57.8356694;27.0100902;Swedbank;Swedbank
105;57.8353496;27.0098572;SEB;SEB
106;57.84607;26.9984632;Swedbank;Swedbank
107;57.8467463;26.9994356;SEB;SEB
108;57.7294122;26.9174595;Swedbank;Swedbank
109;59.3527714;24.0561612;Swedbank;Swedbank
110;59.4316445;24.740448;Swedbank;Swedbank
111;58.3917999;24.4940852;Swedbank;Swedbank
112;58.3821873;24.5123242;Swedbank;Swedbank
113;59.4399052;24.7376002;Swedbank;Swedbank
114;58.3706735;25.5836337;SEB;SEB
115;58.3530877;25.5838088;SEB;SEB
116;58.3645286;25.6004624;Swedbank;Swedbank
117;58.3682463;25.5985977;SEB;SEB
118;58.3705838;25.583597;Swedbank;Swedbank
119;58.3690682;25.5988879;SEB;SEB
120;58.3530206;25.5838118;Swedbank;Swedbank
121;58.5716483;22.6821425;Swedbank;Swedbank
122;59.3136397;24.4218682;Swedbank;Swedbank
123;59.4357423;24.8105343;Swedbank;Swedbank
124;59.1293052;26.2526929;Swedbank;Swedbank
125;59.3075612;24.3992078;SEB;SEB
126;59.3075665;24.3994772;Swedbank;Swedbank
127;59.442385;24.8754364;Swedbank;Swedbank
128;59.3474394;24.0626704;SEB;SEB
129;59.3647208;27.4005616;Unknown;Unknown
130;59.3579135;27.4186826;Unknown;Unknown
131;59.3581541;27.4142086;Unknown;Unknown
132;59.3584494;27.4110544;Swedbank;Swedbank
133;59.3574159;27.4180174;Unknown;Unknown
134;58.8033735;25.4295748;SEB;SEB
135;58.8033644;25.4294469;Swedbank;Swedbank
136;58.8083336;25.4272718;Swedbank;Swedbank
137;59.4387024;24.8317099;Swedbank;Swedbank
138;59.4391006;24.8321713;Swedbank;Swedbank
139;58.378205;26.725157;SEB;SEB
140;58.3782563;26.7233481;Unknown;Unknown
141;58.6609699;27.161393;SEB;SEB
142;58.2620133;22.4851815;Swedbank;Swedbank
143;59.3582026;27.4144007;Swedbank;Swedbank
144;59.3579478;27.4145493;Nordea;Nordea
145;58.3852522;24.5051095;Unknown;Unknown
146;59.4350686;24.718142;Unknown;Unknown
147;59.3516242;26.3423527;Swedbank;Swedbank
148;58.0950661;27.4592985;Swedbank;Swedbank
149;59.4036775;24.6650393;SEB;SEB
150;58.3700585;25.5992614;Swedbank;Swedbank
151;58.3651162;25.5988153;SEB;SEB
152;58.3658098;25.5967104;Swedbank;Swedbank
153;58.364901;25.6003312;SEB;SEB
154;59.4343518;24.7438056;SEB;SEB
155;58.3698383;26.7010802;Swedbank;Swedbank
156;58.9455802;23.5378212;SEB;SEB
157;58.9363883;23.5518565;SEB;SEB
158;59.3924426;24.7216937;Swedbank;Swedbank
159;59.4327111;24.7144437;Swedbank;Swedbank
160;58.0973066;27.4650511;Swedbank;Swedbank
161;59.4449388;24.7008048;Swedbank;Swedbank
162;59.4555814;24.6809576;Swedbank;Swedbank
163;59.4412718;24.7303416;SEB;SEB
164;58.3647855;25.5990886;Danske;Danske
165;59.4448942;24.7008543;SEB;SEB
166;59.4262608;24.7831693;Swedbank;Swedbank
167;59.4385498;24.7708214;Swedbank;Swedbank
168;59.4211831;24.794346;Swedbank;Swedbank
169;59.4213762;24.7946124;SEB;SEB
170;59.4213851;24.7946127;SEB;SEB
171;57.8424424;27.0079577;SEB;SEB
172;58.3758188;26.7804415;Swedbank;Swedbank
173;58.3758489;26.7803481;SEB;SEB
174;57.8420787;27.0069448;Swedbank;Swedbank
175;58.3692536;25.5979944;Swedbank;Swedbank
176;58.3919558;26.7303494;SEB;SEB
177;59.4360052;24.8211448;Swedbank;Swedbank
178;59.4116442;24.6378062;Swedbank;Swedbank
179;59.4116265;24.6377847;SEB;SEB
180;59.358434;24.9125974;SEB;SEB
181;59.3544778;24.8942122;Swedbank;Swedbank
182;59.1858242;25.1656627;Swedbank;Swedbank
183;59.184795;25.16704;SEB;SEB
184;59.4623368;24.828625;SEB;SEB
185;59.3344704;25.3330406;Swedbank;Swedbank
186;58.3921487;26.7298598;Swedbank;Swedbank
187;58.1044063;25.548006;SEB;SEB
188;58.1043666;25.5480006;Swedbank;Swedbank
189;58.8478156;26.9447738;SEB;SEB
190;59.370737;25.0781475;Swedbank;Swedbank
191;59.3825128;28.1651051;Swedbank;Swedbank
192;58.3816051;26.7517158;SEB;SEB
193;59.4121404;24.6665588;SEB;SEB
194;59.4121741;24.6665199;Swedbank;Swedbank
195;59.4430873;24.8638609;Swedbank;Swedbank
196;59.3479574;26.3607636;SEB;SEB
197;59.3462923;26.3650252;Swedbank;Swedbank
198;59.3277983;26.3645931;SEB;SEB
199;59.3279165;26.3646724;Swedbank;Swedbank
200;59.3556954;26.3680848;Swedbank;Swedbank
201;58.1258871;25.355708;Swedbank;Swedbank
202;58.0520113;27.0463537;SEB;SEB
203;58.0520064;27.0462687;Swedbank;Swedbank
204;57.7774573;26.0362403;SEB;SEB
205;57.7743206;26.0440476;Unknown;Unknown
206;58.3264566;25.3063368;Swedbank;Swedbank
207;59.3135043;24.4217933;SEB;SEB
208;59.4079377;24.7350933;Swedbank;Swedbank
209;58.3653377;26.7450632;SEB;SEB
210;58.3653378;26.7451;Nordea;Nordea
211;58.3492209;26.7402088;Swedbank;Swedbank
212;59.1673938;24.7488569;SEB;SEB
213;59.0038209;24.7930255;Swedbank;Swedbank
214;59.4226995;24.7864154;Swedbank;Swedbank
215;59.4310695;24.7704985;Spotex;DeCrypto
216;57.8291081;26.5293074;SEB;SEB
217;59.3876953;24.684024;SEB;SEB
218;57.7777735;26.0277482;Swedbank;Swedbank
219;57.7771887;26.0275253;SEB;SEB
220;58.8869608;25.569296;SEB;SEB
221;58.8865164;25.5564314;SEB;SEB
222;58.8867206;25.5405918;Swedbank;Swedbank
223;58.8867457;25.5405372;SEB;SEB
224;59.362283;27.4016689;Unknown;Unknown
225;57.777643;26.0340655;Swedbank;Swedbank
226;58.1480336;24.9492182;SEB;SEB
227;58.1480394;24.9493121;Swedbank;Swedbank
228;59.4271402;24.7223209;Swedbank;Swedbank
229;59.4471593;24.6926902;SEB;SEB
230;57.7886676;26.0482998;Swedbank;Swedbank
231;59.4211798;24.794405;Swedbank;Swedbank
232;59.3243306;24.5482131;SEB;SEB
233;59.4348849;24.7560352;Swedbank;Swedbank
234;59.3785432;24.2388111;Swedbank;Swedbank
235;58.9564168;23.7440962;Swedbank;Swedbank
236;59.4471809;24.6924502;Swedbank;Swedbank
237;59.5758939;25.9595938;Swedbank;Swedbank
238;59.5759091;25.959578;SEB;SEB
239;59.3378346;27.4197555;Swedbank;Swedbank
240;59.3378869;27.4197505;SEB;SEB
241;59.4440382;24.8899367;Swedbank;Swedbank
242;58.3874021;24.5476676;Swedbank;Swedbank
243;59.4241966;24.6466796;Swedbank;Swedbank
244;59.4244719;24.64485;Swedbank;Swedbank
245;59.4282648;24.6265449;Swedbank;Swedbank
246;59.078061;24.233752;Unknown;Unknown
247;59.4083671;24.6866111;Swedbank;Swedbank
248;59.4311867;24.7604142;Luminor;Luminor
249;59.4513755;24.7184013;Swedbank;Swedbank
250;59.3825158;28.1651525;SEB;SEB
251;58.3742471;26.7674668;Unknown;Unknown
252;59.3569067;26.9756928;SEB;SEB
253;59.3590295;26.977922;Swedbank;Swedbank
254;59.3966202;27.7596587;Unknown;Unknown
255;58.7466431;26.3984461;SEB;SEB
256;58.6061442;23.2323195;Swedbank;Swedbank
257;59.4412826;24.7303658;Swedbank;Swedbank
258;59.4373025;24.7511428;SEB;SEB
259;59.4417152;24.8741277;SEB;SEB
260;59.3545475;24.6282646;Swedbank;Swedbank
261;59.3513372;24.6121002;Unknown;Unknown
262;59.4012753;27.2823513;Swedbank;Swedbank
263;59.4146609;24.7077121;Swedbank;Swedbank
264;59.4055635;24.6999074;Swedbank;Swedbank
265;58.3698757;26.7101388;Swedbank;Swedbank
266;59.5003382;26.518786;Swedbank;Swedbank
267;59.5030052;26.5033582;Swedbank;Swedbank
268;59.500366;26.5184082;SEB;SEB
269;59.4030097;24.7144962;Swedbank;Swedbank
270;59.5799561;25.7247897;Swedbank;Swedbank
271;58.3648206;25.5990953;Luminor;Luminor
272;59.3855802;28.1838996;Swedbank;Swedbank
273;58.3775137;26.7244222;SEB;SEB
274;59.4227807;24.7940819;Luminor;Luminor
275;59.4171633;24.7992412;Luminor;Luminor
276;58.945815;23.537623;Swedbank;Swedbank
277;59.4279985;24.7194048;Swedbank;Swedbank
278;58.7766335;24.8146232;Swedbank;Swedbank
279;59.435063;24.8406631;Swedbank;Swedbank
280;59.4841668;25.0173531;SEB;SEB
281;59.4841596;25.0173484;LHV;LHV
282;58.37678;26.7304396;Swedbank;Swedbank
283;59.453487;24.7048249;SEB;SEB
284;58.5364239;25.4655815;Swedbank;Swedbank
285;58.3794457;26.7647769;SEB;SEB
286;59.4498272;24.8804419;Swedbank;Swedbank
287;58.3786654;26.7315255;SEB;SEB
288;58.3649318;26.7196852;SEB;SEB
289;58.2350675;25.8658178;SEB;SEB
290;58.0669995;26.730984;Swedbank;Swedbank
291;58.334727;23.9943841;Swedbank;Swedbank
292;59.4270352;24.7237468;SEB;SEB
293;59.4035485;24.6553843;SEB;SEB
294;59.4618057;24.9052571;Unknown;Unknown
295;59.4509307;24.8614027;Swedbank;Swedbank
296;59.4137251;24.6550569;Swedbank;Swedbank
297;59.4453731;24.8825942;SEB;SEB
298;59.4176512;24.7215565;Swedbank;Swedbank
299;59.4214533;24.6513117;SEB;SEB
300;59.4244407;24.6446575;SEB;SEB
301;59.4269939;24.6538571;LHV;LHV
302;59.4089563;24.6753434;Swedbank;Swedbank
303;59.4155205;24.6399796;Swedbank;Swedbank
304;59.4084377;24.6883351;Swedbank;Swedbank
305;59.4270153;24.6538332;Swedbank;Swedbank
306;59.4269672;24.6538742;SEB;SEB
307;59.4499203;24.889607;Swedbank;Swedbank
308;59.4499374;24.8896819;SEB;SEB
309;59.4113942;24.6472628;Swedbank;Swedbank
310;59.4254071;24.7929882;Swedbank;Swedbank
311;59.4399659;24.7375399;SEB;SEB
312;59.4084013;24.6899983;SEB;SEB
313;59.4028594;24.6866578;Swedbank;Swedbank
314;59.4010687;24.6959242;Swedbank;Swedbank
315;59.3583546;24.9125173;Swedbank;Swedbank
316;59.4026026;24.8114043;Swedbank;Swedbank
317;59.4022312;24.811652;SEB;SEB
318;58.0588989;26.4970566;Unknown;Unknown
319;58.0589083;26.4972065;Unknown;Unknown
320;59.4300257;24.6973083;SEB;SEB
321;59.4299612;24.6974055;Swedbank;Swedbank
322;59.4252005;24.7004781;Swedbank;Swedbank
323;59.3644784;26.3396914;LHV;LHV
324;59.4367395;24.7522382;Euronet;Euronet
325;59.4336283;24.7513861;Swedbank;Swedbank
326;59.4336127;24.7513861;SEB;SEB
327;59.4276956;24.8387923;SEB;SEB
328;59.4369423;24.7567871;SEB;SEB
329;58.90467;24.4298047;Swedbank;Swedbank
330;59.3763228;24.712242;Swedbank;Swedbank
331;58.8314353;22.7735151;Swedbank;Swedbank
332;59.4014721;24.6980603;Swedbank;Swedbank
333;58.2365806;25.8599609;Swedbank;Swedbank
334;59.4280004;24.8397287;Swedbank;Swedbank
335;59.4337012;26.2666626;Swedbank;Swedbank
336;58.0946153;27.4597498;Swedbank;Swedbank
337;59.403288;24.715196;SEB;SEB
338;59.4301164;24.757695;Swedbank;Swedbank
339;59.3540468;24.8928413;LHV;LHV
340;59.4349429;24.7560289;SEB;SEB
341;59.4241587;24.7942223;SEB;SEB
342;59.4241681;24.7942512;Swedbank;Swedbank
343;58.3781801;26.7324777;SEB;SEB
344;59.3733109;24.6652971;SEB;SEB
345;58.3865188;24.5068818;Swedbank;Swedbank
346;58.3309458;22.2556215;Swedbank;Swedbank
347;58.2656263;22.5157617;Swedbank;Swedbank
348;58.3705326;24.5499639;SEB;SEB
349;58.3705073;24.5499559;LHV;LHV
350;57.9578489;27.6336513;Swedbank;Swedbank
351;59.3642584;28.1873063;SEB;SEB
352;59.3643984;28.1873277;Swedbank;Swedbank
353;58.5519553;26.6001533;Swedbank;Swedbank
354;58.5763493;26.2886874;Swedbank;Swedbank
355;59.4405187;24.7765338;Swedbank;Swedbank
356;59.4410869;24.7618106;Swedbank;Swedbank
357;59.4410587;24.7618644;SEB;SEB
358;57.7318927;27.2838868;Swedbank;Swedbank
359;59.2647537;25.9665262;Swedbank;Swedbank
360;59.5055928;24.8286822;Swedbank;Swedbank
361;59.5046653;24.8259916;LHV;LHV
362;59.5048856;24.8264308;Swedbank;Swedbank
363;59.506101;24.8304855;LHV;LHV
364;59.5098765;24.8288228;Swedbank;Swedbank
365;59.4986946;24.8288091;Swedbank;Swedbank
366;59.3935863;24.7194561;SEB;SEB
367;59.3935665;24.7194173;Swedbank;Swedbank
368;59.4345371;24.947115;Swedbank;Swedbank
369;59.4345159;24.947071;SEB;SEB
370;58.9982772;24.79124;Swedbank;Swedbank
371;58.9983029;24.7911093;SEB;SEB
372;59.422638;24.6973535;SEB;SEB
373;59.4222755;24.6974182;Swedbank;Swedbank
374;59.4103961;24.6829492;Swedbank;Swedbank
375;59.4103952;24.6830299;SEB;SEB
376;58.3778356;26.7267524;LHV;LHV
377;57.7743297;26.0440687;SEB;SEB
378;58.6882303;23.8345117;SEB;SEB
379;59.462331;24.8286802;Swedbank;Swedbank
380;59.4622636;24.8281499;LHV;LHV
381;59.3577625;27.417797;Swedbank;Swedbank
382;59.4367729;24.7494443;Euronet;Euronet
383;58.3352559;26.3131172;Swedbank;Swedbank
384;59.4376155;24.7579104;Swedbank;Swedbank
385;59.4277034;24.8388444;Swedbank;Swedbank
386;59.4406796;24.8636636;Swedbank;Swedbank
387;59.4407037;24.8631525;SEB;SEB
388;58.1642954;22.2501103;Swedbank;Swedbank
389;58.3560089;26.7224876;SEB;SEB
390;59.3412999;24.6130916;SEB;SEB
391;58.6867795;23.8336888;Swedbank;Swedbank
392;59.3480021;26.3575021;Unknown;Unknown
393;58.3700115;24.5506876;Swedbank;Swedbank
394;58.3700258;24.5506626;Swedbank;Swedbank
395;58.9983;24.0568241;Swedbank;Swedbank
396;58.605739;23.2339444;LHV;LHV
397;58.5589592;23.0827108;Swedbank;Swedbank
398;59.3251295;24.7666658;Swedbank;Swedbank
399;59.307422;24.8373641;Swedbank;Swedbank
400;58.4089315;22.7898051;Swedbank;Swedbank
401;59.4241703;24.7839104;Swedbank;Swedbank
402;59.4376529;24.7567001;Swedbank;Swedbank
403;59.401136;24.6974736;SEB;SEB
404;59.4846323;25.0176005;Swedbank;Swedbank
405;59.3548877;26.387922;Swedbank;Swedbank
406;59.1672539;24.7494373;LHV;LHV
407;58.3531412;26.6868324;SEB;SEB
408;58.3531309;26.6868552;Swedbank;Swedbank
409;59.4259076;24.6497962;Swedbank;Swedbank
410;59.0050122;24.7932362;SEB;SEB
411;59.3978207;24.690729;Swedbank;Swedbank
412;59.4324199;24.7804545;Luminor;Luminor
413;59.4324199;24.7804545;LHV;LHV
414;58.3846799;24.5042735;Sampo;Sampo
415;58.3846799;24.5042735;Nordea;Nordea
416;58.4040753;24.4914005;Sampo;Sampo
417;58.4040753;24.4914005;Nordea;Nordea
418;58.374759;24.5359581;Sampo;Sampo
419;58.374759;24.5359581;Nordea;Nordea
420;58.3874754;24.5035946;Nordea;Nordea
421;58.3874754;24.5035946;Sampo;Sampo
422;58.3863351;24.5024116;Luminor;Luminor
423;58.3863351;24.5024116;LHV;LHV
424;58.3675418;25.5941666;Luminor;Luminor
425;58.3675418;25.5941666;LHV;LHV
426;58.3530544;25.5838111;Luminor;Luminor
427;58.3530544;25.5838111;LHV;LHV
428;59.4420177;24.8742344;Luminor;Luminor
429;59.4420177;24.8742344;LHV;LHV
430;58.9403585;23.5419708;Luminor;Luminor
431;58.9403585;23.5419708;LHV;LHV
432;59.4483809;24.6978946;Luminor;Luminor
433;59.4483809;24.6978946;LHV;LHV
434;59.4263578;24.7829133;SEB;SEB
435;59.4263578;24.7829133;Nordea;Nordea
436;59.4263578;24.7829133;Danske;Danske
437;57.8458829;27.0085262;Luminor;Luminor
438;57.8458829;27.0085262;LHV;LHV
439;58.3698583;25.5973586;Luminor;Luminor
440;58.3698583;25.5973586;LHV;LHV
441;59.4443072;24.7431336;Luminor;Luminor
442;59.4443072;24.7431336;LHV;LHV
443;59.4122095;24.6664747;Luminor;Luminor
444;59.4122095;24.6664747;LHV;LHV
445;59.4431099;24.8639734;Luminor;Luminor
446;59.4431099;24.8639734;LHV;LHV
447;59.387723;24.683793;Luminor;Luminor
448;59.387723;24.683793;LHV;LHV
449;58.3954551;24.4575481;Swedbank;Swedbank
450;58.3954551;24.4575481;SEB;SEB
451;59.4369157;24.7568986;Danske;Danske
452;59.4369157;24.7568986;Nordea;Nordea
453;59.4374905;24.7634317;Luminor;Luminor
454;59.4374905;24.7634317;LHV;LHV
455;59.4030014;24.7145919;Luminor;Luminor
456;59.4030014;24.7145919;LHV;LHV
457;58.8864777;25.5688355;Luminor;Luminor
458;58.8864777;25.5688355;LHV;LHV
459;59.4297712;24.5470511;Luminor;Luminor
460;59.4297712;24.5470511;LHV;LHV
461;59.4241427;24.7942052;Luminor;Luminor
462;59.4241427;24.7942052;LHV;LHV
463;59.3136092;24.4219284;Luminor;Luminor
464;59.3136092;24.4219284;LHV;LHV
465;59.4498162;24.8805996;Luminor;Luminor
466;59.4498162;24.8805996;LHV;LHV
467;59.4270706;24.7241324;Luminor;Luminor
468;59.4270706;24.7241324;LHV;LHV
469;59.4085346;24.688876;Luminor;Luminor
470;59.4085346;24.688876;LHV;LHV
471;59.4113995;24.6473243;Luminor;Luminor
472;59.4113995;24.6473243;LHV;LHV
473;59.4399756;24.73758;Luminor;Luminor
474;59.4399756;24.73758;LHV;LHV
475;59.3937821;24.7202778;Luminor;Luminor
476;59.3937821;24.7202778;LHV;LHV
477;59.4022148;24.8116747;Luminor;Luminor
478;59.4022148;24.8116747;LHV;LHV
479;59.4335982;24.7513922;Luminor;Luminor
480;59.4335982;24.7513922;LHV;LHV
481;59.4411111;24.7617621;Luminor;Luminor
482;59.4411111;24.7617621;LHV;LHV
483;59.3241731;24.5609998;Luminor;Luminor
484;59.3241731;24.5609998;LHV;LHV
485;59.4104268;24.6829437;Luminor;Luminor
486;59.4104268;24.6829437;LHV;LHV
487;59.3491302;26.36434;Luminor;Luminor
488;59.3491302;26.36434;LHV;LHV
489;59.009749;24.7932489;Luminor;Luminor
490;59.009749;24.7932489;LHV;LHV
491;59.4270692;24.724126;Luminor;Luminor
492;59.4270692;24.724126;LHV;LHV
493;59.4278682;24.8386972;Luminor;Luminor
494;59.4278682;24.8386972;LHV;LHV
495;59.4404389;24.8654532;Luminor;Luminor
496;59.4404389;24.8654532;LHV;LHV
497;58.3573127;26.7210848;Luminor;Luminor
498;58.3573127;26.7210848;LHV;LHV
499;59.4259294;24.6497892;Luminor;Luminor
500;59.4259294;24.6497892;LHV;LHV
